City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
264,russas,-4.9403,-37.9758,26.480000000000018,88,100,3.31,BR,1712606320
265,ciudad lazaro cardenas,17.9583,-102.2,28.03000000000003,56,9,4.85,MX,1712606499
266,lao cai,22.4833,103.95,22.970000000000027,87,100,0.88,VN,1712606499
267,sao gabriel da cachoeira,-0.1303,-67.0892,33.89000000000004,62,0,2.57,BR,1712606499
268,mahina,-17.5065,-149.489,30.870000000000005,70,40,2.57,PF,1712606499
269,posto fiscal rolim de moura,-13.0833,-62.2667,28.74000000000001,80,75,0.96,BR,1712605922
270,villa de cos,23.2833,-102.35,28.82000000000005,9,96,11.31,MX,1712606499
271,prineville,44.2999,-120.8345,12.57000000000005,45,100,2.68,US,1712606499
272,dalbandin,28.8947,64.4101,27.560000000000002,12,100,1.74,PK,1712606499
273,awjilah,29.1081,21.2869,20.74000000000001,37,0,5.88,LY,1712606480
274,n'zeto,-7.2312,12.8666,26.260000000000048,85,100,1.9,AO,1712606500
275,battagram,34.6772,73.0233,15.430000000000007,40,0,2.95,PK,1712606500
276,nova sintra,14.8667,-24.7167,23.510000000000048,75,0,6.19,CV,1712606500
277,crucecita,-28.95,-58.9833,27.33000000000004,53,0,1.49,AR,1712606500
278,olyokminsk,60.3736,120.4264,-5.5499999999999545,97,100,0.4,RU,1712606500
279,chawinda,32.3469,74.7061,21.590000000000032,22,0,2.12,PK,1712606500
280,prince george,53.9166,-122.753,5.160000000000025,77,100,9.26,CA,1712606357
281,uvira,-3.4067,29.1458,23.890000000000043,86,100,0.7,CD,1712606501
282,serdar,38.9764,56.2757,18.600000000000023,53,100,3.28,TM,1712606501
283,hangu,39.2489,117.7892,9.020000000000039,31,99,3.16,CN,1712606501
284,gukovo,48.0531,39.9311,15.610000000000014,53,100,2.79,RU,1712606501
285,glasgow,55.8652,-4.2576,9.550000000000011,91,100,1.54,GB,1712606295
286,constanta,44.1833,28.65,12.610000000000014,70,3,2.53,RO,1712606417
287,corozal,9.3151,-75.2928,33.89000000000004,51,86,5.49,CO,1712606502
288,chul'man,56.8479,124.9104,-22.069999999999965,100,100,0.89,RU,1712606454
289,ratnagiri,16.9833,73.3,25.660000000000025,79,1,3.86,IN,1712606458
290,edessa,37.1671,38.7939,11.900000000000034,86,100,3.98,TR,1712606502
291,ati,13.2154,18.3353,31.650000000000034,11,44,5.33,TD,1712606502
292,shalqar,47.8333,59.6,7.03000000000003,69,8,3.67,KZ,1712606502
293,orlova,49.8453,18.4301,20.120000000000005,65,100,1.77,CZ,1712606502
294,petauke,-14.2426,31.3253,19.79000000000002,85,100,1.97,ZM,1712606502
295,kapenguria,1.2511,35.0895,14.900000000000034,90,71,2.28,KE,1712606502
296,kampung sungai ara,5.327,100.2735,27.950000000000045,83,20,2.24,MY,1712606479
297,bodaybo,57.8506,114.1933,-5.2999999999999545,88,100,2.32,RU,1712606503
298,port lincoln,-34.7333,135.8667,14.629999999999995,59,99,5.77,AU,1712606503
299,kapiri mposhi,-13.9652,28.6809,18.350000000000023,97,95,1.95,ZM,1712606503
300,jetpur,21.7333,70.6167,28.08000000000004,37,0,3.07,IN,1712606503
301,owando,-0.4819,15.8999,22.620000000000005,95,93,1.28,CG,1712606503
302,claveria,18.6074,121.0832,24.78000000000003,86,10,0.74,PH,1712606503
303,saudarkrokur,65.7461,-19.6394,-2.169999999999959,86,54,4.54,IS,1712606444
304,manay,7.215,126.5397,24.24000000000001,68,70,2.87,PH,1712606503
305,jalai nur,49.45,117.7,-3.839999999999975,49,22,3.06,CN,1712606503
306,soio,-6.1349,12.3689,26.32000000000005,87,100,1.84,AO,1712606503
307,jinxiang,27.4327,120.6062,14.82000000000005,89,99,3.82,CN,1712606427
308,grand falls-windsor,48.9332,-55.6649,0.8400000000000318,70,40,2.24,CA,1712606503
309,midvagur,62.0511,-7.1939,6.460000000000036,100,100,7.72,FO,1712606503
310,rawson,-43.3002,-65.1023,17.600000000000023,45,100,7.04,AR,1712606504
311,limulunga,-15.0969,23.1376,21.840000000000032,76,51,1.14,ZM,1712606504
312,la sierpe,2.8518,-77.6155,27.82000000000005,88,94,4.1,CO,1712606504
313,gonabad,34.3529,58.6837,17.260000000000048,32,70,3.7,IR,1712606504
314,khandyga,62.6667,135.6,-9.779999999999973,97,100,1.52,RU,1712606504
315,brandon,27.9378,-82.2859,27.379999999999995,56,0,5.14,US,1712606266
316,eirunepe,-6.6603,-69.8736,31.460000000000036,61,100,0.82,BR,1712606505
317,lodja,-3.4833,23.4333,21.99000000000001,94,24,0.31,CD,1712606505
318,trinidad,-14.8333,-64.9,31.99000000000001,70,75,4.63,BO,1712606505
319,la ronge,55.1001,-105.2842,8.140000000000043,61,100,3.09,CA,1712606505
320,street,51.1247,-2.74,10.650000000000034,78,100,10.29,GB,1712606505
321,side,36.7667,31.3885,16.220000000000027,58,41,3.89,TR,1712606505
322,weigelstown,39.9837,-76.8225,18.950000000000045,42,40,0.0,US,1712606505
323,manali,13.1667,80.2667,29.05000000000001,79,29,3.73,IN,1712606505
324,berrechid,33.2655,-7.5875,16.900000000000034,67,0,5.14,MA,1712606505
325,leava,-14.3,-178.1667,29.210000000000036,79,81,4.81,WF,1712606505
326,laurel,39.0993,-76.8483,21.700000000000045,39,0,4.12,US,1712606374
